,x
679,530367
680,441991
681,231037
682,202496
683,202495
684,434154
685,202580
686,434277
687,99191
688,99192
689,112472
690,231170
691,373523
692,373522
693,231254
694,52594
695,442061
696,231290
697,231302
698,72186
699,231386
700,442087
701,72196
702,314308
703,442110
704,112633
705,231484
706,468126
707,231530
708,442172
709,364910
710,231785
711,231789
712,468171
713,468178
714,112791
715,442221
716,231926
717,231933
718,112840
719,112845
720,231940
721,442238
722,456336
723,231982
724,232052
725,112905
726,232063
727,365068
728,112914
729,365071
730,456362
731,314429
732,232077
733,468237
734,365088
735,232175
736,232178
737,468248
738,468247
739,232228
740,442315
741,232232
742,253606
743,99203
744,99204
745,202946
746,434298
747,202966
748,202968
749,99221
750,63623
751,63754
752,203022
753,434324
754,434325
755,203075
756,203094
757,462816
758,55357
759,203148
760,434371
761,63685
762,449653
763,309669
764,203218
765,99373
766,434435
767,352918
768,203346
769,314459
770,46705
771,442334
772,442345
773,232363
774,113054
775,113053
776,232396
777,442353
778,314475
779,113069
780,456446
781,442361
782,232472
783,365317
784,232608
785,442456
786,72570
787,468343
788,113240
789,232783
790,232819
791,44317
792,456566
793,232891
794,72646
795,456579
796,468407
797,233006
798,113347
799,233026
800,468412
801,233028
802,442547
803,113377
804,233069
805,113385
806,113386
807,434451
808,434461
809,434478
810,63835
811,203537
812,462939
813,353073
814,203660
815,203661
816,99615
817,309766
818,99621
819,72710
820,233264
821,233304
822,442614
823,47624
824,468480
825,468481
826,233436
827,460699
828,113556
829,365736
830,468509
831,233696
832,233700
833,233723
834,456752
835,233728
836,233729
837,233732
838,442728
839,456754
840,558383
841,233773
842,233788
843,233789
844,456769
845,429889
846,113702
847,365837
848,468537
849,233809
850,233810
851,442753
852,233886
853,442760
854,233898
855,233966
856,468562
857,424058
858,253956
859,58171
860,99665
861,99672
862,434622
863,99682
864,463001
865,434637
866,203909
867,99733
868,449859
869,203957
870,434661
871,46702
872,203984
873,204032
874,463050
875,204049
876,204096
877,204100
878,434717
879,113864
880,442812
881,314778
882,72922
883,234416
884,442878
885,234422
886,366073
887,456895
888,468641
889,114028
890,114042
891,314817
892,442903
893,234580
894,424111
895,468673
896,254048
897,123290
898,442928
899,442929
900,114133
901,73036
902,114153
903,449951
904,204198
905,64104
906,449962
907,434753
908,426881
909,204288
910,353425
911,353423
912,64146
913,99955
914,434798
915,204384
916,99973
917,99975
918,204393
919,64064
920,450011
921,450016
922,204422
923,204424
924,353495
925,100000
926,64218
927,100004
928,450022
929,204455
930,50064
931,100025
932,64224
933,204493
934,463142
935,426917
936,434832
937,58004
938,309909
939,59853
940,450032
941,558319
942,204516
943,366235
944,460714
945,468725
946,442988
947,457010
948,235048
949,235047
950,442993
951,235054
952,442999
953,457015
954,73160
955,430018
956,114302
957,443003
958,443019
959,424157
960,73174
961,235093
962,235097
963,235099
964,235108
965,235119
966,49277
967,73163
968,457045
969,457058
970,235196
971,235194
972,47771
973,73204
974,235277
975,100056
976,204546
977,56864
978,204745
979,434886
980,100158
981,204748
982,204750
983,204752
984,353638
985,434920
986,463217
987,204888
988,204894
989,235468
990,235469
991,114489
992,235476
993,73269
994,235478
995,468829
996,424199
997,443171
998,114611
999,114656
1000,235940
1001,468895
1002,463239
1003,463240
1004,205013
1005,205022
1006,205021
1007,463245
1008,463246
1009,100285
1010,205103
1011,205118
1012,205120
1013,64434
1014,205249
1015,450221
1016,205253
1017,205252
1018,56843
1019,73401
1020,468902
1021,457226
1022,443263
1023,79616
1024,443269
1025,236128
1026,366755
1027,114838
1028,468927
1029,236295
1030,443325
1031,236345
1032,443334
1033,114890
1034,236466
1035,114940
1036,236471
1037,468958
1038,114949
1039,114959
1040,443369
1041,114964
1042,236515
1043,114969
1044,457314
1045,114995
1046,468977
1047,236593
1048,366928
1049,236637
1050,236639
1051,236638
1052,205377
1053,205393
1054,205394
1055,353871
1056,64566
1057,205414
1058,205415
1059,353880
1060,44801
1061,450270
1062,64505
1063,463335
1064,353888
1065,205453
1066,205456
1067,100491
1068,205459
1069,310078
1070,427003
1071,205471
1072,205469
1073,463348
1074,100530
1075,415611
1076,55989
1077,450295
1078,205549
1079,353919
1080,205555
1081,64530
1082,463352
1083,50082
1084,64600
1085,205561
1086,100548
1087,450300
1088,205573
1089,435108
1090,100604
1091,205684
1092,353976
1093,353986
1094,43354
1095,457347
1096,457349
1097,236745
1098,236751
1099,236752
1100,457350
1101,236760
1102,115078
1103,115083
1104,469008
1105,457355
1106,115086
1107,236781
1108,366983
1109,366984
1110,236785
1111,558154
1112,236787
1113,443432
1114,443435
1115,457359
1116,236798
1117,115104
1118,236822
1119,457372
1120,430155
1121,457375
1122,367011
1123,469024
1124,236859
1125,115120
1126,115121
1127,315176
1128,236897
1129,73623
1130,236915
1131,236957
1132,443462
1133,73655
1134,367094
1135,443485
1136,237239
1137,237240
1138,367150
1139,457456
1140,237246
1141,115294
1142,469086
1143,315231
1144,367168
1145,115308
1146,43826
1147,237274
1148,48350
1149,115314
1150,457462
1151,237284
1152,367173
1153,237285
1154,115320
1155,457464
1156,237294
1157,469093
1158,237298
1159,49264
1160,367197
1161,237338
1162,469103
1163,367212
1164,205739
1165,51711
1166,354021
1167,100648
1168,205770
1169,205771
1170,205802
1171,205801
1172,56960
1173,205807
1174,450354
1175,421393
1176,450384
1177,60133
1178,206076
1179,206075
1180,100788
1181,457481
1182,237489
1183,457516
1184,115438
1185,367295
1186,430242
1187,443621
1188,237665
1189,367332
1190,457556
1191,115516
1192,315318
1193,237799
1194,237798
1195,237801
1196,115570
1197,237820
1198,237819
1199,237836
1200,237845
1201,73936
1202,469199
1203,457592
1204,73959
1205,450428
1206,354185
1207,206138
1208,463466
1209,415674
1210,206258
1211,450461
1212,206279
1213,43539
1214,310203
1215,421417
1216,206303
1217,206301
1218,206317
1219,354267
1220,354272
1221,206332
1222,443739
1223,115704
1224,238136
1225,115729
1226,457661
1227,367547
1228,115753
1229,457672
1230,115782
1231,457684
1232,115794
1233,254699
1234,238276
1235,74068
1236,443795
1237,443806
1238,443805
1239,238379
1240,457718
1241,435371
1242,435394
1243,354411
1244,450542
1245,435400
1246,206657
1247,435408
1248,413829
1249,435435
1250,206789
1251,435448
1252,206827
1253,206826
1254,206831
1255,64898
1256,435460
1257,74095
1258,558112
1259,115918
1260,457761
1261,238582
1262,115948
1263,443869
1264,443893
1265,238675
1266,238699
1267,115992
1268,469367
1269,469368
1270,367775
1271,238807
1272,424460
1273,116051
1274,457829
1275,238909
1276,238910
1277,443922
1278,457843
1279,206853
1280,435466
1281,101132
1282,206883
1283,206916
1284,450620
1285,435483
1286,206942
1287,450621
1288,101216
1289,450684
1290,101287
1291,354652
1292,457874
1293,367885
1294,239155
1295,457907
1296,457922
1297,239335
1298,116298
1299,239338
1300,239408
1301,54852
1302,469494
1303,239482
1304,444084
1305,239543
1306,56404
1307,239610
1308,239611
1309,239705
1310,239707
1311,444143
1312,444167
1313,368192
1314,430429
1315,239869
1316,469568
1317,239891
1318,239898
1319,239918
1320,48742
1321,431981
1322,194955
1323,61298
1324,95349
1325,54101
1326,195012
1327,447631
1328,195038
1329,195064
1330,195068
1331,195122
1332,447671
1333,447680
1334,447685
1335,195215
1336,447716
1337,432080
1338,432083
1339,60230
1340,461181
1341,461183
1342,195439
1343,432110
1344,461189
1345,432111
1346,61414
1347,195457
1348,195460
1349,447755
1350,349621
1351,195465
1352,95583
1353,195474
1354,632166
1355,195492
1356,195491
1357,95592
1358,432120
1359,195530
1360,95626
1361,195620
1362,195769
1363,447845
1364,195779
1365,447849
1366,447857
1367,432202
1368,195816
1369,195843
1370,368295
1371,116624
1372,116627
1373,116652
1374,240135
1375,240174
1376,444244
1377,116679
1378,458132
1379,458131
1380,469617
1381,240212
1382,116687
1383,240286
1384,240307
1385,240326
1386,116744
1387,240358
1388,116795
1389,469654
1390,240443
1391,354657
1392,65118
1393,450691
1394,207260
1395,207272
1396,450701
1397,435579
1398,207299
1399,207303
1400,354689
1401,207305
1402,207316
1403,450707
1404,65184
1405,435601
1406,101368
1407,207368
1408,463681
1409,207376
1410,450724
1411,435603
1412,65157
1413,207387
1414,207407
1415,207424
1416,207456
1417,207461
1418,354743
1419,101420
1420,101419
1421,435629
1422,207470
1423,207472
1424,56363
1425,65124
1426,450754
1427,207478
1428,463707
1429,56342
1430,207483
1431,463708
1432,207485
1433,207490
1434,44988
1435,207527
1436,354761
1437,207530
1438,240570
1439,469686
1440,240669
1441,368528
1442,469722
1443,469732
1444,240795
1445,290046
1446,55105
1447,240834
1448,444385
1449,444386
1450,101464
1451,207554
1452,207566
1453,207573
1454,207595
1455,56636
1456,435655
1457,207625
1458,354790
1459,101506
1460,354807
1461,207673
1462,53056
1463,207688
1464,435675
1465,435689
1466,207782
1467,315812
1468,240956
1469,447232
1470,469784
1471,241075
1472,368703
1473,368734
1474,241203
1475,117222
1476,117223
1477,241292
1478,241296
1479,424681
1480,241316
1481,368802
1482,241354
1483,241355
1484,241372
1485,241371
1486,241379
1487,255300
1488,241612
1489,368933
1490,207893
1491,65343
1492,207896
1493,435729
1494,415810
1495,101666
1496,450881
1497,208069
1498,101700
1499,435786
1500,208095
1501,101736
1502,101753
1503,241678
1504,368968
1505,368977
1506,241750
1507,241751
1508,458498
1509,241796
1510,241795
1511,117464
1512,241800
1513,75110
1514,241833
1515,241835
1516,469924
1517,469932
1518,117535
1519,241952
1520,450912
1521,463859
1522,435840
1523,450960
1524,450965
1525,208556
1526,369099
1527,117583
1528,117585
1529,242139
1530,469965
1531,444702
1532,444704
1533,369188
1534,369186
1535,469993
1536,242299
1537,369223
1538,242350
1539,242354
1540,117742
1541,242422
1542,242423
1543,101938
1544,208607
1545,310574
1546,463936
1547,435923
1548,435924
1549,208774
1550,355272
1551,435971
1552,102035
1553,435978
1554,208814
1555,208887
1556,208884
1557,117813
1558,242622
1559,242625
1560,242653
1561,444846
1562,458688
1563,117918
1564,242759
1565,242809
1566,458706
1567,242812
1568,102111
1569,463997
1570,102113
1571,436035
1572,355371
1573,436042
1574,208990
1575,208989
1576,208992
1577,208991
1578,209006
1579,209010
1580,436057
1581,436059
1582,65576
1583,209061
1584,209079
1585,451168
1586,209250
1587,242839
1588,470076
1589,75442
1590,242851
1591,242945
1592,75464
1593,243065
1594,444965
1595,243158
1596,255709
1597,470135
1598,118128
1599,369646
1600,243215
1601,316202
1602,243253
1603,458810
1604,419321
1605,458814
1606,243334
1607,470162
1608,458823
1609,243338
1610,243359
1611,458828
1612,243378
1613,369742
1614,243473
1615,209316
1616,209325
1617,436135
1618,209326
1619,43598
1620,209369
1621,355546
1622,355575
1623,209479
1624,102345
1625,102357
1626,102382
1627,102390
1628,102405
1629,430785
1630,75635
1631,470207
1632,243606
1633,631939
1634,243656
1635,118369
1636,243674
1637,243700
1638,470224
1639,458919
1640,243775
1641,195896
1642,195910
1643,195959
1644,95812
1645,447903
1646,95823
1647,432240
1648,349801
1649,196070
1650,349824
1651,349825
1652,461310
1653,196102
1654,196104
1655,196105
1656,349830
1657,432263
1658,196110
1659,196111
1660,196115
1661,196116
1662,447930
1663,349838
1664,349842
1665,432268
1666,196146
1667,461330
1668,196181
1669,447943
1670,349855
1671,461339
1672,432280
1673,420385
1674,61612
1675,56545
1676,95941
1677,196240
1678,432288
1679,447955
1680,631910
1681,447961
1682,349880
1683,447962
1684,196282
1685,196284
1686,196288
1687,95967
1688,308518
1689,196299
1690,196305
1691,61587
1692,196321
1693,432332
1694,196361
1695,308528
1696,447984
1697,53580
1698,196369
1699,447986
1700,196370
1701,425928
1702,461383
1703,196409
1704,196411
1705,447996
1706,448004
1707,432355
1708,196456
1709,448007
1710,61485
1711,461401
1712,196463
1713,349963
1714,196473
1715,196475
1716,196477
1717,196476
1718,96054
1719,196504
1720,196517
1721,632044
1722,448023
1723,96077
1724,196523
1725,349990
1726,448025
1727,196539
1728,448030
1729,196547
1730,61491
1731,196574
1732,196575
1733,61679
1734,196576
1735,196593
1736,420425
1737,350015
1738,196600
1739,96119
1740,461445
1741,196668
1742,196666
1743,96168
1744,209706
1745,436273
1746,451310
1747,102463
1748,355722
1749,209731
1750,436278
1751,355724
1752,60131
1753,355736
1754,209753
1755,209757
1756,209761
1757,464146
1758,451325
1759,209805
1760,209810
1761,464156
1762,59827
1763,451333
1764,102516
1765,209826
1766,355761
1767,209831
1768,209830
1769,209854
1770,436330
1771,436337
1772,65826
1773,436342
1774,355795
1775,436346
1776,458939
1777,458940
1778,445177
1779,118474
1780,458953
1781,243941
1782,369957
1783,65938
1784,102590
1785,102676
1786,210175
1787,79209
1788,244118
1789,118610
1790,459007
1791,445242
1792,118644
1793,244264
1794,244295
1795,118700
1796,118758
1797,445311
1798,370161
1799,45116
1800,47717
1801,244594
1802,244596
1803,244597
1804,244606
1805,75916
1806,118830
1807,445316
1808,459080
1809,370191
1810,355964
1811,102732
1812,58696
1813,210382
1814,436483
1815,102784
1816,102783
1817,416083
1818,464273
1819,464278
1820,436498
1821,464283
1822,459094
1823,118858
1824,244855
1825,244865
1826,244917
1827,445381
1828,244930
1829,370316
1830,244987
1831,244991
1832,459149
1833,245075
1834,459165
1835,245131
1836,102855
1837,436522
1838,356091
1839,210609
1840,57591
1841,310913
1842,210674
1843,210682
1844,210712
1845,210753
1846,356170
1847,210825
1848,210828
1849,245213
1850,245212
1851,119116
1852,119137
1853,470467
1854,445497
1855,459227
1856,102994
1857,102996
1858,102995
1859,464350
1860,210918
1861,421858
1862,210941
1863,464376
1864,451592
1865,210955
1866,436626
1867,451602
1868,103101
1869,211064
1870,436686
1871,211114
1872,436693
1873,459230
1874,76167
1875,356337
1876,211177
1877,421892
1878,211196
1879,103230
1880,421905
1881,119283
1882,119284
1883,119289
1884,245663
1885,459280
1886,459279
1887,245694
1888,245706
1889,459293
1890,119314
1891,245743
1892,256395
1893,245813
1894,470552
1895,211506
1896,66449
1897,436794
1898,211514
1899,416249
1900,464491
1901,464495
1902,119413
1903,445636
1904,445679
1905,246159
1906,459396
1907,119531
1908,370847
1909,370859
1910,445701
1911,445707
1912,445708
1913,246258
1914,445710
1915,196825
1916,196826
1917,196824
1918,448086
1919,196853
1920,420448
1921,308626
1922,196982
1923,196983
1924,432519
1925,197039
1926,432530
1927,197089
1928,96331
1929,58995
1930,197108
1931,197125
1932,47120
1933,432551
1934,96351
1935,426015
1936,197138
1937,350240
1938,448163
1939,461548
1940,197156
1941,197163
1942,350249
1943,448169
1944,96376
1945,197185
1946,96386
1947,197216
1948,197215
1949,55855
1950,96456
1951,197344
1952,432687
1953,461628
1954,197433
1955,96516
1956,350414
1957,96551
1958,448274
1959,197537
1960,197561
1961,461661
1962,197566
1963,197569
1964,432747
1965,426064
1966,96579
1967,461669
1968,631944
1969,197591
1970,350470
1971,448297
1972,96595
1973,211694
1974,55824
1975,103401
1976,436840
1977,416264
1978,451812
1979,436925
1980,66465
1981,464571
1982,445713
1983,246302
1984,470646
1985,211963
1986,103549
1987,356724
1988,521922
1989,356726
1990,66568
1991,436974
1992,212104
1993,436986
1994,212107
1995,451868
1996,459485
1997,246588
1998,103624
1999,451891
2000,212280
2001,356837
2002,103655
2003,212305
2004,212319
2005,212318
2006,212326
2007,103671
2008,103689
2009,451916
2010,212375
2011,103709
2012,212439
2013,212443
2014,212450
2015,66707
2016,66660
2017,464657
2018,437063
2019,212477
2020,76488
2021,246668
2022,246712
2023,76516
2024,246792
2025,470712
2026,212538
2027,212572
2028,451959
2029,437101
2030,212609
2031,212610
2032,103815
2033,58889
2034,451967
2035,437102
2036,451978
2037,451981
2038,451982
2039,212663
2040,451984
2041,437118
2042,212678
2043,356998
2044,58525
2045,437125
2046,437128
2047,212707
2048,437131
2049,212706
2050,437132
2051,459535
2052,445835
2053,445842
2054,246903
2055,371140
2056,445882
2057,51431
2058,371164
2059,76583
2060,437153
2061,103905
2062,357080
2063,212884
2064,212937
2065,431142
2066,445914
2067,445915
2068,470771
2069,445917
2070,247161
2071,46498
2072,247181
2073,459620
2074,464758
2075,104010
2076,357142
2077,104030
2078,464769
2079,213082
2080,213196
2081,213197
2082,311357
2083,464796
2084,78601
2085,357216
2086,452148
2087,357255
2088,104135
2089,311377
2090,213408
2091,213423
2092,452162
2093,67011
2094,247346
2095,76689
2096,247414
2097,120096
2098,120102
2099,76702
2100,104211
2101,427895
2102,213543
2103,104217
2104,213581
2105,213580
2106,67095
2107,67124
2108,104267
2109,213646
2110,213644
2111,452207
2112,437363
2113,213664
2114,213674
2115,213677
2116,104285
2117,437368
2118,213680
2119,452214
2120,213684
2121,104294
2122,67066
2123,67072
2124,213701
2125,422145
2126,464871
2127,104301
2128,104304
2129,213724
2130,213726
2131,416502
2132,213732
2133,213731
2134,52545
2135,55040
2136,213749
2137,67092
2138,437392
2139,67126
2140,437396
2141,437398
2142,213759
2143,437402
2144,452240
2145,104340
2146,213790
2147,213812
2148,357467
2149,213815
2150,213822
2151,464891
2152,357469
2153,213826
2154,104358
2155,213837
2156,464895
2157,213842
2158,213841
2159,213843
2160,213844
2161,213860
2162,427944
2163,213863
2164,213865
2165,213868
2166,452262
2167,437424
2168,104391
2169,213894
2170,213897
2171,213895
2172,104397
2173,104396
2174,357487
2175,437430
2176,104415
2177,213941
2178,213942
2179,213945
2180,357499
2181,213954
2182,67182
2183,67249
2184,311470
2185,41159
2186,44733
2187,464916
2188,104448
2189,214048
2190,214050
2191,247605
2192,76744
2193,247629
2194,247654
2195,76754
2196,247655
2197,214065
2198,214067
2199,214068
2200,357553
2201,437460
2202,437462
2203,452303
2204,67291
2205,452317
2206,214235
2207,437519
2208,214254
2209,452341
2210,104569
2211,464972
2212,104571
2213,437539
2214,357682
2215,446067
2216,470892
2217,51701
2218,437568
2219,214437
2220,59540
2221,465041
2222,437590
2223,120338
2224,214636
2225,357793
2226,60204
2227,67391
2228,214665
2229,214769
2230,214768
2231,357868
2232,247989
2233,104861
2234,437675
2235,104868
2236,214912
2237,214930
2238,214940
2239,311641
2240,437716
2241,104921
2242,465131
2243,41601
2244,470932
2245,120447
2246,120452
2247,459808
2248,120459
2249,459809
2250,215189
2251,358013
2252,358030
2253,465161
2254,215232
2255,215234
2256,452572
2257,446157
2258,248266
2259,465182
2260,67580
2261,437779
2262,105053
2263,215343
2264,311691
2265,452602
2266,215347
2267,215355
2268,105062
2269,248361
2270,60190
2271,311724
2272,215633
2273,215642
2274,452669
2275,215683
2276,215700
2277,465247
2278,215766
2279,452696
2280,215787
2281,358226
2282,105254
2283,105255
2284,248389
2285,215842
2286,105271
2287,358249
2288,105335
2289,216006
2290,67751
2291,248526
2292,470997
2293,56459
2294,248550
2295,358320
2296,452749
2297,437959
2298,437964
2299,452764
2300,216105
2301,465318
2302,105407
2303,452770
2304,465321
2305,216129
2306,105409
2307,452772
2308,437981
2309,358368
2310,216146
2311,216152
2312,452776
2313,437992
2314,216221
2315,465339
2316,452792
2317,216240
2318,105459
2319,105460
2320,446237
2321,446245
2322,248597
2323,248598
2324,120687
2325,248640
2326,216330
2327,105503
2328,438025
2329,416720
2330,438067
2331,105575
2332,120725
2333,120726
2334,448328
2335,197741
2336,461715
2337,448337
2338,461722
2339,631867
2340,197785
2341,350559
2342,41038
2343,308781
2344,432820
2345,197803
2346,432834
2347,197821
2348,197822
2349,197825
2350,432837
2351,58336
2352,197835
2353,350586
2354,57078
2355,197840
2356,432846
2357,96710
2358,350596
2359,448361
2360,432853
2361,197873
2362,197879
2363,350606
2364,432859
2365,350610
2366,461747
2367,96729
2368,96731
2369,197899
2370,197902
2371,197905
2372,96733
2373,197906
2374,197915
2375,197921
2376,197925
2377,448376
2378,197930
2379,448380
2380,197941
2381,448381
2382,448382
2383,197950
2384,197951
2385,197957
2386,58282
2387,197960
2388,432875
2389,432883
2390,54282
2391,461764
2392,432887
2393,96764
2394,197976
2395,308811
2396,96767
2397,350646
2398,59426
2399,96772
2400,96773
2401,197998
2402,197996
2403,96775
2404,432890
2405,96780
2406,198004
2407,461772
2408,198013
2409,198014
2410,198023
2411,432893
2412,96790
2413,350660
2414,350663
2415,461778
2416,448399
2417,56347
2418,198043
2419,198051
2420,62169
2421,198060
2422,461785
2423,96809
2424,198075
2425,432901
2426,350674
2427,96819
2428,198092
2429,432907
2430,198099
2431,432908
2432,461796
2433,198111
2434,198112
2435,198113
2436,96836
2437,62112
2438,198128
2439,432921
2440,448423
2441,198142
2442,198143
2443,62046
2444,198156
2445,448426
2446,198160
2447,198165
2448,96857
2449,350699
2450,198173
2451,198178
2452,198177
2453,198179
2454,96865
2455,432925
2456,198190
2457,96871
2458,461812
2459,632072
2460,448439
2461,198230
2462,198231
2463,62132
2464,461817
2465,350717
2466,198240
2467,558121
2468,358492
2469,452870
2470,358510
2471,105639
2472,105638
2473,438119
2474,358547
2475,216670
2476,216669
2477,216695
2478,438133
2479,216732
2480,216731
2481,358584
2482,216744
2483,248753
2484,471030
2485,358604
2486,216799
2487,438156
2488,216801
2489,68047
2490,105721
2491,216826
2492,438161
2493,216839
2494,105736
2495,465455
2496,428183
2497,452946
2498,438171
